system:index,climate_dewpoint_mean,climate_precip_total,climate_temp_mean,file,label,soil_oc,soil_ph,soil_texture,topo_elevation,topo_landforms,.geo
000000000000000002e8,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.76587196463001,38.54109396648872]}"
000000000000000002e9,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,24,"{""type"":""Point"",""coordinates"":[-121.80908065383791,38.541004784467646]}"
000000000000000002ea,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.6913113359153,38.541004784467646]}"
000000000000000002eb,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,24,"{""type"":""Point"",""coordinates"":[-121.7345200251232,38.540915602446574]}"
000000000000000002ec,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.77773317343217,38.5408264204255]}"
000000000000000002ed,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,34,"{""type"":""Point"",""coordinates"":[-121.65996385550959,38.5408264204255]}"
000000000000000002ee,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,10,24,"{""type"":""Point"",""coordinates"":[-121.7031725447175,38.54073723840444]}"
000000000000000002ef,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,72,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74638123392536,38.54064359728231]}"
000000000000000002f0,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,16,24,"{""type"":""Point"",""coordinates"":[-121.78958992313326,38.540554415261255]}"
000000000000000002f1,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,6,24,"{""type"":""Point"",""coordinates"":[-121.67182060521071,38.54055441526125]}"
000000000000000002f2,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,73,4,11,34,"{""type"":""Point"",""coordinates"":[-121.71502929441857,38.54046523324018]}"
000000000000000002f3,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.75823798362647,38.540376051219106]}"
000000000000000002f4,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,18,24,"{""type"":""Point"",""coordinates"":[-121.80144667283436,38.54028686919804]}"
000000000000000002f5,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,24,"{""type"":""Point"",""coordinates"":[-121.68367735491181,38.54028686919804]}"
000000000000000002f6,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,34,"{""type"":""Point"",""coordinates"":[-121.7268860441197,38.54019768717697]}"
000000000000000002f7,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.7700947333276,38.54010404605485]}"
000000000000000002f8,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,72,7,20,24,"{""type"":""Point"",""coordinates"":[-121.81330342253548,38.54001486403378]}"
000000000000000002f9,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,10,24,"{""type"":""Point"",""coordinates"":[-121.69553410461293,38.54001486403378]}"
000000000000000002fa,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,24,"{""type"":""Point"",""coordinates"":[-121.73874279382082,38.53992568201271]}"
000000000000000002fb,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.78195148302872,38.539836499991644]}"
000000000000000002fc,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,34,"{""type"":""Point"",""coordinates"":[-121.66418216510617,38.539836499991644]}"
000000000000000002fd,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,71,4,10,24,"{""type"":""Point"",""coordinates"":[-121.70739085431406,38.539747317970566]}"
000000000000000002fe,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,15,24,"{""type"":""Point"",""coordinates"":[-121.75060400262296,38.5396581359495]}"
000000000000000002ff,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,18,24,"{""type"":""Point"",""coordinates"":[-121.79381269183087,38.53956895392844]}"
00000000000000000300,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,6,24,"{""type"":""Point"",""coordinates"":[-121.67604337390831,38.53956895392844]}"
00000000000000000301,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,73,4,11,34,"{""type"":""Point"",""coordinates"":[-121.7192520631162,38.53947531280631]}"
00000000000000000302,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.76246075232409,38.539386130785246]}"
00000000000000000303,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,24,"{""type"":""Point"",""coordinates"":[-121.80566944153199,38.53929694876418]}"
00000000000000000304,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.68790012360944,38.539296948764175]}"
00000000000000000305,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,24,"{""type"":""Point"",""coordinates"":[-121.7311088128173,38.539207766743104]}"
00000000000000000306,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.7743175020252,38.53911858472204]}"
00000000000000000307,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,4,76,4,4,34,"{""type"":""Point"",""coordinates"":[-121.65654818410268,38.53911858472204]}"
00000000000000000308,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,10,24,"{""type"":""Point"",""coordinates"":[-121.69975687331056,38.53902940270097]}"
00000000000000000309,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,72,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74296556251842,38.5389402206799]}"
0000000000000000030a,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,16,24,"{""type"":""Point"",""coordinates"":[-121.78617425172632,38.53884657955778]}"
0000000000000000030b,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,6,24,"{""type"":""Point"",""coordinates"":[-121.66840493380377,38.53884657955778]}"
0000000000000000030c,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,71,4,10,24,"{""type"":""Point"",""coordinates"":[-121.71161362301163,38.538757397536706]}"
0000000000000000030d,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,15,24,"{""type"":""Point"",""coordinates"":[-121.75482231221953,38.53866821551565]}"
0000000000000000030e,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,18,24,"{""type"":""Point"",""coordinates"":[-121.79803100142746,38.53857903349457]}"
0000000000000000030f,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,24,"{""type"":""Point"",""coordinates"":[-121.68026168350487,38.53857903349457]}"
00000000000000000310,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,34,"{""type"":""Point"",""coordinates"":[-121.72347483181383,38.5384898514735]}"
00000000000000000311,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.76668352102169,38.53840066945243]}"
00000000000000000312,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,24,"{""type"":""Point"",""coordinates"":[-121.80989221022959,38.53831148743136]}"
00000000000000000313,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.69212289230707,38.538311487431365]}"
00000000000000000314,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,24,"{""type"":""Point"",""coordinates"":[-121.73533158151496,38.53821784630924]}"
00000000000000000315,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.77854027072281,38.53812866428817]}"
00000000000000000316,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,34,"{""type"":""Point"",""coordinates"":[-121.66077095280025,38.53812866428817]}"
00000000000000000317,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,71,4,10,24,"{""type"":""Point"",""coordinates"":[-121.70397964200819,38.5380394822671]}"
00000000000000000318,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,72,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74718833121602,38.53795030024603]}"
00000000000000000319,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,16,24,"{""type"":""Point"",""coordinates"":[-121.79039702042392,38.53786111822497]}"
0000000000000000031a,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,6,24,"{""type"":""Point"",""coordinates"":[-121.67262770250137,38.53786111822497]}"
0000000000000000031b,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,73,4,11,34,"{""type"":""Point"",""coordinates"":[-121.71583639170926,38.537771936203896]}"
0000000000000000031c,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,7,16,24,"{""type"":""Point"",""coordinates"":[-121.75904508091715,38.53768275418283]}"
0000000000000000031d,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,7,19,24,"{""type"":""Point"",""coordinates"":[-121.80225377012505,38.537589113060704]}"
0000000000000000031e,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,76,4,7,34,"{""type"":""Point"",""coordinates"":[-121.6844844522025,38.537589113060704]}"
0000000000000000031f,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,76,7,13,24,"{""type"":""Point"",""coordinates"":[-121.72769314141038,38.53749993103963]}"
00000000000000000320,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,76,7,16,24,"{""type"":""Point"",""coordinates"":[-121.77090183061827,38.53741074901856]}"
00000000000000000321,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,4,75,4,4,24,"{""type"":""Point"",""coordinates"":[-121.6531325126957,38.53741074901856]}"
00000000000000000322,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,10,24,"{""type"":""Point"",""coordinates"":[-121.69634566100464,38.537321566997505]}"
00000000000000000323,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,76,4,13,34,"{""type"":""Point"",""coordinates"":[-121.73955435021256,38.53723238497643]}"
00000000000000000324,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,76,7,17,24,"{""type"":""Point"",""coordinates"":[-121.78276303942042,38.53714320295536]}"
00000000000000000325,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,4,75,4,5,24,"{""type"":""Point"",""coordinates"":[-121.66499372149788,38.53714320295536]}"
00000000000000000326,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,10,24,"{""type"":""Point"",""coordinates"":[-121.70820241070577,38.53705402093429]}"
00000000000000000327,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.75141109991365,38.53696037981217]}"
00000000000000000328,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,7,19,24,"{""type"":""Point"",""coordinates"":[-121.79461978912154,38.5368711977911]}"
00000000000000000329,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,76,4,7,34,"{""type"":""Point"",""coordinates"":[-121.676850471199,38.5368711977911]}"
0000000000000000032a,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,76,7,11,24,"{""type"":""Point"",""coordinates"":[-121.72005916040689,38.53678201577003]}"
0000000000000000032b,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,7,16,24,"{""type"":""Point"",""coordinates"":[-121.76326784961475,38.536692833748965]}"
0000000000000000032c,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,19,24,"{""type"":""Point"",""coordinates"":[-121.80647653882265,38.536603651727894]}"
0000000000000000032d,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,7,34,"{""type"":""Point"",""coordinates"":[-121.68870722090013,38.536603651727894]}"
0000000000000000032e,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,76,4,13,34,"{""type"":""Point"",""coordinates"":[-121.73191591010799,38.53651446970682]}"
0000000000000000032f,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,76,7,16,24,"{""type"":""Point"",""coordinates"":[-121.77512459931587,38.53642528768575]}"
00000000000000000330,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,4,75,4,4,24,"{""type"":""Point"",""coordinates"":[-121.65735528139334,38.53642528768575]}"
00000000000000000331,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,10,24,"{""type"":""Point"",""coordinates"":[-121.70056397060122,38.53633164656364]}"
00000000000000000332,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,34,"{""type"":""Point"",""coordinates"":[-121.74377265980911,38.53624246454257]}"
00000000000000000333,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,76,7,17,24,"{""type"":""Point"",""coordinates"":[-121.78698580811805,38.5361532825215]}"
00000000000000000334,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,75,4,5,34,"{""type"":""Point"",""coordinates"":[-121.66921649019548,38.5361532825215]}"
00000000000000000335,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,10,24,"{""type"":""Point"",""coordinates"":[-121.71242517940337,38.536064100500425]}"
00000000000000000336,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.75563386861128,38.535974918479354]}"
00000000000000000337,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,7,19,24,"{""type"":""Point"",""coordinates"":[-121.79884255781917,38.53588573645829]}"
00000000000000000338,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,76,4,7,34,"{""type"":""Point"",""coordinates"":[-121.6810732398966,38.53588573645829]}"
00000000000000000339,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,76,7,13,24,"{""type"":""Point"",""coordinates"":[-121.72428192910452,38.53579209533616]}"
